Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,429,Instructional Supplies,"8,239.40",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,499,Other Supplies & Materials,0,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55731,Litter Grant Program,,,,"42,366.14",fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,103,Assistant(s),"3,418.73",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,105,Supervisor/Director,"35,199.44",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,149,Laborers,"108,495.50",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,169,Part-Time Personnel,"57,374.37",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,186,Longevity Pay,"8,000.00",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,187,Overtime Pay,272.49,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,189,Holiday Pay,"18,290.42",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,201,Social Security,"16,760.88",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,207,Medical Insurance,"26,760.41",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,210,Unemployment Compensation,232.92,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,211,Local Retirement,0,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,307,Communication,0,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,312,Contracts - Private Agencies,"235,195.59",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,335,Maint & Repair Services-Buildings,"2,373.40",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,336,Maint & Repair Services-Equipment,"18,023.30",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,338,Maint & Repair Services-Vehicles,"32,602.86",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,412,Diesel Fuel,"24,601.69",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,415,Electricity,"2,343.73",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,424,Garage Supplies,425.61,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,435,Office Supplies,17.54,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,450,Tires & Tubes,"5,076.05",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,454,Water & Sewer,351.1,,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,510,Trustee's Commission,"8,698.59",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,511,Vehicle & Equipment Insurance,"4,882.00",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,513,Workman's Compensation Insurance,"9,075.00",,fund116FY25.pdf,1
55000 - Public Health and Welfare,FY25,55751,Recycling Center,718,Motor Vehicles,20.5,,fund116FY25.pdf,2
55000 - Public Health and Welfare,FY25,55751,Recycling Center,733,Solid Waste Equipment,"10,162.00",,fund116FY25.pdf,2
55000 - Public Health and Welfare,FY25,55751,Recycling Center,,,,"628,654.12",fund116FY25.pdf,2
,FY25,,Fund 116 Total,,,,"671,020.26",fund116FY25.pdf,2
