Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
72000 Support Services,FY19,72210,Regular Instruction Program,105,Supervisor/Director,"113,021.58",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,117,Career Ladder Program,499.92,,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,129,Librarians,"112,191.84",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,163,Educational Assistants,"17,931.03",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,201,Social Security,"14,082.70",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,204,State Retirement,"24,447.04",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,207,Medical Insurance,"42,919.85",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,212,Employer Medicare,"3,293.20",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,355,Travel,"1,227.21",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,432,Library Books/Media,"6,987.85",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,471,Software,"2,085.00",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,499,Other Supplies And Materials,0,,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,524,In-Service/Staff Development,"1,430.00",,fund141FY19.pdf,28
72000 Support Services,FY19,72210,Regular Instruction Program,,Department Total,,"340,117.22",fund141FY19.pdf,28
72000 Support Services,FY19,72220,Special Education Program,105,Supervisor/Director,"45,087.84",,fund141FY19.pdf,28
72000 Support Services,FY19,72220,Special Education Program,124,Phsycological Personnel,"26,975.04",,fund141FY19.pdf,28
72000 Support Services,FY19,72220,Special Education Program,162,Clerical Personnel,"1,999.92",,fund141FY19.pdf,28
72000 Support Services,FY19,72220,Special Education Program,201,Social Security,"4,303.86",,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,204,State Retirement,"6,681.73",,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,207,Medical Insurance,"11,420.19",,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,212,Employer Medicare,"1,006.75",,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,217,Retirement - Hybrid Stabilization,555.71,,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,355,Travel,152.79,,fund141FY19.pdf,29
72000 Support Services,FY19,72220,Special Education Program,,Department Total,,"98,183.83",fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,105,Supervisor/Director,"32,361.12",,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,117,Career Ladder Program,0,,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,201,Social Security,"1,793.27",,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,204,State Retirement,"3,384.96",,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,207,Medical Insurance,"6,342.30",,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,212,Employer Medicare,419.49,,fund141FY19.pdf,29
72000 Support Services,FY19,72230,Career and Technical Education Program,,Department Total,,"44,301.14",fund141FY19.pdf,29
72000 Support Services,FY19,72250,Technology,105,Supervisor/Director,"37,572.96",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,189,Other Salaries & Wages,"77,633.48",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,201,Social Security,"6,490.48",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,204,State Retirement,"7,555.61",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,207,Medical Insurance,"21,792.44",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,212,Employer Medicare,"1,517.89",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,350,Internet Connectivity,"21,863.00",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,790,Other Equipment,"7,600.00",,fund141FY19.pdf,1
72000 Support Services,FY19,72250,Technology,,Department Total,,"182,025.86",fund141FY19.pdf,1
72000 Support Services,FY19,72310,Board Of Education,191,Board And Committee Members Fees,"3,080.00",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,201,Social Security,190.96,,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,207,Medical Insurance,"19,055.85",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,210,Unemployment Compensation,"7,185.70",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,212,Employer Medicare,44.66,,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,305,Audit Services,"4,900.00",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,320,Dues And Memberships,"8,519.00",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,355,Travel,71.44,,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,506,Liability Insurance,"37,183.00",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,510,Trustee's Commission,"80,506.13",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,513,Workman's Compensation Insurance,"81,187.00",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,524,In-Service/Staff Development,0,,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,599,Other Charges,"4,369.10",,fund141FY19.pdf,29
72000 Support Services,FY19,72310,Board Of Education,,Department Total,,"246,292.84",fund141FY19.pdf,29
72000 Support Services,FY19,72320,Director Of Schools,101,County Official/Administrative Officer,"94,029.84",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,117,Career Ladder Program,"1,000.00",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,162,Clerical Personnel,"30,218.99",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,201,Social Security,"7,430.02",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,204,State Retirement,"11,351.18",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,207,Medical Insurance,"18,482.00",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,212,Employer Medicare,"1,737.67",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,307,Communication,"56,260.95",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,355,Travel,"3,419.74",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,435,Office Supplies,"5,049.87",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,471,Software,"22,232.56",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,599,Other Charges,"4,250.70",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,701,Administration Equipment,"10,141.00",,fund141FY19.pdf,30
72000 Support Services,FY19,72320,Director Of Schools,,Department Total,,"265,604.52",fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,104,Principals,"155,842.80",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,117,Career Ladder Program,"1,000.08",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,139,Assistant Principals,"193,260.72",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,161,Secretary(s),"77,203.27",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,162,Clerical Personnel,"76,001.57",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,201,Social Security,"29,423.45",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,204,State Retirement,"43,763.73",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,207,Medical Insurance,"77,232.00",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,212,Employer Medicare,"6,881.27",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,307,Communication,424.85,,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,599,Other Charges,400,,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,701,Administration Equipment,"13,421.66",,fund141FY19.pdf,30
72000 Support Services,FY19,72410,Office Of The Principal,,Department Total,,"674,855.40",fund141FY19.pdf,30
72000 Support Services,FY19,72510,Fiscal Services,119,Accountants/Bookkeepers,"89,748.12",,fund141FY19.pdf,30
72000 Support Services,FY19,72510,Fiscal Services,201,Social Security,"5,335.06",,fund141FY19.pdf,30
72000 Support Services,FY19,72510,Fiscal Services,204,State Retirement,"4,191.35",,fund141FY19.pdf,31
72000 Support Services,FY19,72510,Fiscal Services,207,Medical Insurance,"15,819.11",,fund141FY19.pdf,31
72000 Support Services,FY19,72510,Fiscal Services,212,Employer Medicare,"1,247.64",,fund141FY19.pdf,31
72000 Support Services,FY19,72510,Fiscal Services,,Department Total,,"116,341.28",fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,166,Custodial Personnel,"184,496.33",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,201,Social Security,"10,474.18",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,204,State Retirement,"8,510.84",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,207,Medical Insurance,"71,619.92",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,212,Employer Medicare,"2,449.67",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,410,Custodial Supplies,"32,799.68",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,415,Electricity,"268,286.01",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,434,Natural Gas,"48,527.59",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,454,Water And Sewer,"38,927.61",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,499,Other Supplies And Materials,"10,945.86",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,502,Building And Contents Insurance,"51,441.00",,fund141FY19.pdf,31
72000 Support Services,FY19,72610,Operation Of Plant,,Department Total,,"728,478.69",fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,167,Maintenance Personnel,"114,606.69",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,201,Social Security,"6,597.44",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,204,State Retirement,"4,722.72",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,207,Medical Insurance,"12,550.50",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,212,Employer Medicare,"1,542.97",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,335,Maintenance And Repair Services-Buildir,"1,514.58",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,336,Maintenance And Repair Services-Equipr,"31,588.21",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,347,Pest Control,"1,895.00",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,499,Other Supplies And Materials,"24,815.73",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,599,Other Charges,748.73,,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,701,Administration Equipment,"75,505.00",,fund141FY19.pdf,31
72000 Support Services,FY19,72620,Maintenance Of Plant,717,Maintenance Equipment,"29,247.70",,fund141FY19.pdf,32
72000 Support Services,FY19,72620,Maintenance Of Plant,,Department Total,,"305,335.27",fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,142,Mechanic(s),"38,178.64",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,146,Bus Drivers,"222,646.73",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,189,Other Salaries & Wages,"16,005.61",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,201,Social Security,"17,011.22",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,204,State Retirement,"13,225.67",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,207,Medical Insurance,"10,558.15",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,212,Employer Medicare,"3,978.45",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,340,Medical And Dental Services,"3,687.00",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,412,Diesel Fuel,"56,714.64",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,450,Tires And Tubes,"9,002.73",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,453,Vehicle Parts,"32,632.10",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,471,Software,"6,350.00",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,499,Other Supplies And Materials,"4,509.35",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,511,Vehicle And Equipment Insurance,"15,056.00",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,599,Other Charges,"7,381.30",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,729,Transportation Equipment,"85,025.00",,fund141FY19.pdf,32
72000 Support Services,FY19,72710,Transportation,,Department Total,,"541,962.59",fund141FY19.pdf,32
72000 Support Services,FY19,73300,Community Services,189,Other Salaries & Wages,"28,317.51",,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,201,Social Security,"1,732.03",,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,204,State Retirement,856.61,,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,207,Medical Insurance,"1,124.32",,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,212,Employer Medicare,405.11,,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,499,Other Supplies And Materials,"4,064.70",,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,599,Other Charges,717.51,,fund141FY19.pdf,33
72000 Support Services,FY19,73300,Community Services,,Department Total,,"37,217.79",fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,105,Supervisor/Director,"7,515.12",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,116,Teachers,"50,571.67",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,163,Educational Assistants,"17,857.92",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,201,Social Security,"4,087.66",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,204,State Retirement,"6,810.43",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,207,Medical Insurance,"20,892.10",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,212,Employer Medicare,956.04,,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,429,Instructional Supplies And Materials,"3,850.00",,fund141FY19.pdf,33
72000 Support Services,FY19,73400,Early Childhood Education,,Department Total,,"112,540.94",fund141FY19.pdf,33
72000 Support Services,FY19,76100,Regular Capital Outlay,707,Building Improvements,"425,832.64",,fund141FY19.pdf,34
72000 Support Services,FY19,76100,Regular Capital Outlay,,Department Total,,"425,832.64",fund141FY19.pdf,34
71000 Instruction,FY20,71100,Regular Instruction Program,116,Teachers,"2,552,926.88",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,117,Career Ladder Program,"8,000.64",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,127,Career Ladder Extended Contracts,0,,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,128,Homebound Teachers,"1,523.31",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,163,Educational Assistants,"103,053.55",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,189,Other Salaries & Wages,"3,500.00",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,195,Certified Substitute Teachers,"3,246.94",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,198,Non-Certified Substitute Teachers,"49,555.00",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,201,Social Security,"157,807.64",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,204,State Retirement,"253,703.04",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,207,Medical Insurance,"468,502.20",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,212,Employer Medicare,"36,906.69",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,217,Retirement - Hybrid Stabilization,"9,726.50",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,429,Instructional Supplies And Materials,"45,744.38",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,449,Textbooks,"6,988.80",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,471,Software,"53,146.53",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,499,Other Supplies And Materials,"6,395.04",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,599,Other Charges,"1,249.53",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,722,Regular Instruction Equipment,"128,954.39",,fund141FY20.pdf,25
71000 Instruction,FY20,71100,Regular Instruction Program,,Department Total,,"3,890,931.06",fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,116,Teachers,"40,656.37",,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,201,Social Security,"2,409.96",,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,204,State Retirement,"3,409.74",,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,207,Medical Insurance,"5,744.23",,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,212,Employer Medicare,563.67,,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,217,Retirement - Hybrid Stabilization,663.33,,fund141FY20.pdf,25
71000 Instruction,FY20,71150,Alternative Instruction Program,,Department Total,,"53,447.30",fund141FY20.pdf,25
71000 Instruction,FY20,71200,Special Education Program,116,Teachers,"338,007.62",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,117,Career Ladder Program,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,128,Homebound Teachers,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,163,Educational Assistants,"72,144.12",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,195,Certified Substitute Teachers,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,198,Non-Certified Substitute Teachers,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,201,Social Security,"23,711.32",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,204,State Retirement,"34,802.10",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,207,Medical Insurance,"95,331.53",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,212,Employer Medicare,"5,545.49",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,217,Retirement - Hybrid Stabilization,"1,666.08",,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,312,Contracts With Private Agencies,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,356,Tuition,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,429,Instructional Supplies And Materials,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71200,Special Education Program,,Department Total,,"571,208.26",fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,116,Teachers,"172,989.36",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,201,Social Security,"9,880.45",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,204,State Retirement,"13,327.68",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,207,Medical Insurance,"34,610.88",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,212,Employer Medicare,"2,310.76",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,217,Retirement - Hybrid Stabilization,"2,769.60",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,429,Instructional Supplies And Materials,"3,277.02",,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,599,Other Charges,0,,fund141FY20.pdf,26
71000 Instruction,FY20,71300,Career and Technical Education Program,,Department Total,,"239,165.75",fund141FY20.pdf,26
72000 Support Services,FY20,72110,Attendance,105,Supervisor/Director,"37,912.08",,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,117,Career Ladder Program,458.26,,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,201,Social Security,"2,230.42",,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,204,State Retirement,"4,078.79",,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,207,Medical Insurance,"5,198.98",,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,212,Employer Medicare,521.68,,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,471,Software,"11,889.20",,fund141FY20.pdf,27
72000 Support Services,FY20,72110,Attendance,,Department Total,,"62,289.41",fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,105,Supervisor/Director,"35,113.92",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,131,Medical Personnel,"40,615.92",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,162,Clerical Personnel,"7,866.96",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,201,Social Security,"4,962.41",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,204,State Retirement,"8,421.31",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,207,Medical Insurance,"6,508.36",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,212,Employer Medicare,"1,160.59",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,499,Other Supplies And Materials,"15,829.44",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,524,In-Service/Staff Development,"3,589.28",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,599,Other Charges,0,,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,735,Health Equipment,"13,980.00",,fund141FY20.pdf,27
72000 Support Services,FY20,72120,Health Services,,Department Total,,"138,048.19",fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,117,Career Ladder Program,0,,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,123,Guidance Personnel,"102,841.92",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,124,Phsycological Personnel,"27,649.92",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,170,School Of Resource Of Officer,"67,133.73",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,201,Social Security,"11,329.78",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,204,State Retirement,"24,750.00",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,207,Medical Insurance,"7,411.43",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,212,Employer Medicare,"1,733.32",,fund141FY20.pdf,27
72000 Support Services,FY20,72130,Other Student Support,217,Retirement - Hybrid Stabilization,"1,390.73",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,307,Communication,0,,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,322,Evaluation And Testing,"9,720.75",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,355,Travel,51.61,,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,399,Other Contracted Services,"30,085.59",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,499,Other Supplies And Materials,"11,163.05",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,524,In-Service/Staff Development,"2,573.50",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,599,Other Charges,"9,640.44",,fund141FY20.pdf,28
72000 Support Services,FY20,72130,Other Student Support,,Department Total,,"307,475.77",fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,105,Supervisor/Director,"115,368.72",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,117,Career Ladder Program,458.26,,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,129,Librarians,"64,684.80",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,163,Educational Assistants,"18,334.26",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,201,Social Security,"11,523.85",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,204,State Retirement,"20,053.96",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,207,Medical Insurance,"33,342.59",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,212,Employer Medicare,"2,694.91",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,355,Travel,"1,421.99",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,432,Library Books/Media,"4,159.45",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,471,Software,"2,085.00",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,499,Other Supplies And Materials,0,,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,524,In-Service/Staff Development,"12,544.66",,fund141FY20.pdf,28
72000 Support Services,FY20,72210,Regular Instruction Program,,Department Total,,"286,672.45",fund141FY20.pdf,28
72000 Support Services,FY20,72220,Special Education Program,105,Supervisor/Director,"46,210.57",,fund141FY20.pdf,28
72000 Support Services,FY20,72220,Special Education Program,124,Phsycological Personnel,"27,649.92",,fund141FY20.pdf,28
72000 Support Services,FY20,72220,Special Education Program,131,Medical Personnel,"11,793.94",,fund141FY20.pdf,28
72000 Support Services,FY20,72220,Special Education Program,201,Social Security,"4,935.45",,fund141FY20.pdf,28
72000 Support Services,FY20,72220,Special Education Program,204,State Retirement,"7,685.15",,fund141FY20.pdf,29
72000 Support Services,FY20,72220,Special Education Program,207,Medical Insurance,"15,798.01",,fund141FY20.pdf,29
72000 Support Services,FY20,72220,Special Education Program,212,Employer Medicare,"1,154.30",,fund141FY20.pdf,29
72000 Support Services,FY20,72220,Special Education Program,217,Retirement - Hybrid Stabilization,776.99,,fund141FY20.pdf,29
