Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
54000 - Public Safety,FY22,54110,Sheriff's Dept,718,Motor Vehicles,"5,114.00",,FY22.pdf,6
54000 - Public Safety,FY22,54110,Sheriff's Dept,,,,"996,738.73",FY22.pdf,6
54000 - Public Safety,FY22,54120,Special Patrols,435,Office Supplies,280.93,,FY22.pdf,6
54000 - Public Safety,FY22,54120,Special Patrols,451,Uniforms,0,,FY22.pdf,7
54000 - Public Safety,FY22,54120,Special Patrols,599,Other Charges,105.88,,FY22.pdf,7
54000 - Public Safety,FY22,54120,Special Patrols,716,Law Enforcement Equipment,80.97,,FY22.pdf,7
54000 - Public Safety,FY22,54120,Special Patrols,,,,467.78,FY22.pdf,7
54000 - Public Safety,FY22,54160,Admin. Of The Sexual Offender Reg.,348,Postal Charges,0,,FY22.pdf,7
54000 - Public Safety,FY22,54160,Admin. Of The Sexual Offender Reg.,399,Other Contracted Services,0,,FY22.pdf,7
54000 - Public Safety,FY22,54160,Admin. Of The Sexual Offender Reg.,435,Office Supplies,0,,FY22.pdf,7
54000 - Public Safety,FY22,54160,Admin. Of The Sexual Offender Reg.,499,Other Supplies & Materials,0,,FY22.pdf,7
54000 - Public Safety,FY22,54160,Admin. Of The Sexual Offender Reg.,,,,0,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,141,Foremen,"51,977.92",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,160,Guards,"227,022.60",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,161,Secretary(s),"33,871.33",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,186,Longevity Pay,"6,769.16",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,187,Overtime Pay,"17,990.59",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,189,Holiday Pay,"9,633.59",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,309,Contracts With Government Agencies,"1,335.00",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,312,Contracts - Private Agencies,"2,500.00",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,335,Maint & Repair Services-Buildings,"11,475.64",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,336,Maint & Repair Services-Equipment,"3,086.22",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,340,Medical & Dental Services,"85,752.14",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,347,Pest Control,630,,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,355,Travel,915.89,,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,399,Other Contracted Services,0,,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,410,Custodial Supplies,"5,417.02",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,413,Drugs & Medical Supplies,24.25,,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,415,Electricity,"20,926.95",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,421,Food Preparation Supplies,530.07,,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,422,Food Supplies,"53,818.14",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,434,Natural Gas,"5,993.12",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,441,Prisoners Clothing,"2,160.34",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,451,Uniforms,"1,572.65",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,454,Water & Sewer,"32,681.39",,FY22.pdf,7
54000 - Public Safety,FY22,54210,Jail,524,In Service/Staff Development,478.49,,FY22.pdf,8
54000 - Public Safety,FY22,54210,Jail,,,,"576,562.50",FY22.pdf,8
54000 - Public Safety,FY22,54260,Commissary,435,Office Supplies,0,,FY22.pdf,8
54000 - Public Safety,FY22,54260,Commissary,499,Other Supplies & Materials,0,,FY22.pdf,8
54000 - Public Safety,FY22,54260,Commissary,,,,0,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,105,Supervisor/Director,"46,270.53",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,307,Communication,"1,366.22",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,320,Dues & Memberships,872,,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,334,Maintenance Agreements,"15,429.00",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,335,Maint & Repair Services-Buildings,"5,587.98",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,338,Maint & Repair Services-Vehicles,"20,187.84",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,340,Medical & Dental Services,0,,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,347,Pest Control,"1,599.96",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,355,Travel,324.72,,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,415,Electricity,"4,342.93",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,425,Gasoline,"5,898.74",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,434,Natural Gas,"4,274.45",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,435,Office Supplies,488.33,,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,454,Water & Sewer,"1,953.16",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,499,Other Supplies & Materials,1.5,,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,503,Excess Risk Insurance,"3,847.00",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,524,In Service/Staff Development,"4,597.05",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,790,Other Equipment,"28,419.64",,FY22.pdf,8
54000 - Public Safety,FY22,54310,Fire Dept.,,,,"145,461.05",FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,105,Supervisor/Director,"1,674.28",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,103,Assistant(s),"51,568.24",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,140,Salary Supplements,"14,999.92",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,148,Dispatchers/Radio Operators,"158,125.24",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,169,Part-Time Personnel,"14,760.00",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,186,Longevity Pay,"5,000.00",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,187,Overtime Pay,"52,936.20",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,189,Holiday Pay,"7,829.31",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,307,Communication,"9,349.58",,FY22.pdf,8
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,317,Data Processing Services,776.29,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,320,Dues & Memberships,164,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,336,Maint & Repair Services-Equipment,957.05,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,338,Maint & Repair Services-Vehicles,"1,639.58",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,355,Travel,"1,223.00",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,425,Gasoline,"4,329.81",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,429,Instructional Supplies,"3,814.48",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,435,Office Supplies,732.57,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,451,Uniforms,515.87,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,499,Other Supplies & Materials,"21,399.05",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,524,In Service/Staff Development,"1,070.00",,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,790,Other Equipment,547.96,,FY22.pdf,9
54000 - Public Safety,FY22,54490,EMA- Emer. Mngmt.Agency,,,,"353,412.43",FY22.pdf,9
54000 - Public Safety,FY22,54610,Coroner/M.E.,101,County Official/Administrative Officer,"3,000.00",,FY22.pdf,9
54000 - Public Safety,FY22,54610,Coroner/M.E.,399,Other Contracted Services,"8,652.00",,FY22.pdf,9
54000 - Public Safety,FY22,54610,Coroner/M.E.,435,Office Supplies,0,,FY22.pdf,9
54000 - Public Safety,FY22,54610,Coroner/M.E.,,,,"11,652.00",FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,131,Medical Personnel,"89,956.19",,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,186,Longevity Pay,"4,000.00",,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,187,Overtime Pay,0,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,307,Communication,"3,727.98",,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,309,Contracts With Government Agencies,0,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,335,Maint & Repair Services-Buildings,446.73,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,347,Pest Control,314,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,348,Postal Charges,0,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,355,Travel,567.8,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,356,Tuition,200,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,410,Custodial Supplies,0,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,413,Drugs & Medical Supplies,0,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,415,Electricity,"5,861.27",,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,434,Natural Gas,771.64,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,435,Office Supplies,20.81,,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,454,Water & Sewer,"1,506.07",,FY22.pdf,9
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,499,Other Supplies & Materials,430,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,599,Other Charges,"2,108.00",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55110,Local Health Dept.,,,,"109,910.49",FY22.pdf,10
55000 - Public Health and Welfare,FY22,55120,Rabies And Animal Control,499,Other Supplies & Materials,"7,000.00",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55120,Rabies And Animal Control,,,,"7,000.00",FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,105,Supervisor/Director,"1,853.08",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,133,Paraprofessionals,"277,919.59",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,169,Part-Time Personnel,"14,493.38",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,186,Longevity Pay,"8,000.00",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,187,Overtime Pay,"186,666.55",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,189,Holiday Pay,"24,666.71",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,307,Communication,"2,278.01",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,317,Data Processing Services,"25,149.66",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,320,Dues & Memberships,"2,195.00",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,335,Maint & Repair Services-Buildings,677.09,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,336,Maint & Repair Services-Equipment,"6,841.85",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,338,Maint & Repair Services-Vehicles,"9,601.06",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,340,Medical & Dental Services,"3,070.00",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,410,Custodial Supplies,514.85,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,413,Drugs & Medical Supplies,"45,732.63",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,418,Equipment & Machinery Parts,"5,111.60",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,425,Gasoline,"12,094.48",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,435,Office Supplies,388.3,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,451,Uniforms,"2,112.44",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,509,Refunds,"1,630.45",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,524,In Service/Staff Development,"2,856.14",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,530,"Fines, Assessments, And Penalties","1,261.24",,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55130,Ambulance/EMS,,,,"635,114.11",FY22.pdf,10
55000 - Public Health and Welfare,FY22,55170,Alcohol And Drug Programs,368,Drug Treatment,0,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55170,Alcohol And Drug Programs,499,Other Supplies & Materials,0,,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55170,Alcohol And Drug Programs,,,,0,FY22.pdf,10
55000 - Public Health and Welfare,FY22,55310,Regional Mental Health Center - Centerstone,310,Contracts With Other Public Agencies,"2,500.00",,FY22.pdf,11
55000 - Public Health and Welfare,FY22,55310,Regional Mental Health Center - Centerstone,,,,"2,500.00",FY22.pdf,11
55000 - Public Health and Welfare,FY22,55759,Other Waste Disposal,312,Contracts - Private Agencies,"17,252.00",,FY22.pdf,11
55000 - Public Health and Welfare,FY22,55759,Other Waste Disposal,,,,"17,252.00",FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56300,Senior Citizens Assistance,316,Contributions,"8,500.00",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56300,Senior Citizens Assistance,,,,"8,500.00",FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,103,Assistant(s),"24,048.62",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,105,Supervisor/Director,"36,495.34",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,169,Part-Time Personnel,"20,174.73",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,186,Longevity Pay,"1,000.00",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,307,Communication,"2,694.92",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,317,Data Processing Services,"3,129.69",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,320,Dues & Memberships,269.34,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,335,Maint & Repair Services-Buildings,"2,059.60",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,347,Pest Control,300,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,348,Postal Charges,302.3,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,349,"Printing, Stationery & Forms",321.3,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,355,Travel,596.5,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,410,Custodial Supplies,"1,433.41",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,415,Electricity,"3,633.30",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,429,Instructional Supplies,"6,118.35",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,432,Library Books/Media,"12,130.82",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,434,Natural Gas,"2,223.68",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,435,Office Supplies,"1,915.69",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,437,Periodicals,236.21,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,454,Water & Sewer,"1,083.52",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,524,In Service/Staff Development,100,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,599,Other Charges,"3,203.51",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,719,Office Equipment,"16,300.95",,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56500,Libraries,,,,"139,771.78",FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,332,"Legal Notices, Recording & Court Costs",0,,FY22.pdf,11
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,335,Maint & Repair Services-Buildings,"9,119.88",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,336,Maint & Repair Services-Equipment,"3,717.39",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,415,Electricity,"11,520.43",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,425,Gasoline,"2,993.47",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,434,Natural Gas,0,,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,454,Water & Sewer,"7,399.34",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,509,Refunds,50,,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56700,Parks,,,,"34,800.51",FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,103,Assistant(s),992,,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,164,Attendants,"9,877.98",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,320,Dues & Memberships,"1,480.00",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,332,"Legal Notices, Recording & Court Costs",0,,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,335,Maint & Repair Services-Buildings,"8,578.99",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,336,Maint & Repair Services-Equipment,"2,797.93",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,415,Electricity,"8,491.49",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,454,Water & Sewer,"4,251.24",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,468,Chemicals,"2,953.29",,FY22.pdf,12
"56000 - Social, Cultural, and Recreational Services",FY22,56900,Swimming Pool,,,,"39,422.92",FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,140,Salary Supplements,"56,647.06",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,169,Part-Time Personnel,"14,024.55",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,186,Longevity Pay,"3,025.50",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,205,Employee & Dependent Insurance,"11,346.96",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,307,Communication,"2,288.04",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,317,Data Processing Services,0,,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,355,Travel,"7,106.73",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,435,Office Supplies,0,,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,599,Other Charges,47.48,,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57100,Ag- Exten. Serv.,,,,"94,486.32",FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57300,Forest Service,309,Contracts With Government Agencies,350,,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57300,Forest Service,,,,350,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,169,Part-Time Personnel,"6,476.97",,FY22.pdf,12
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,307,Communication,415.62,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,320,Dues & Memberships,0,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,332,"Legal Notices, Recording & Court Costs",0,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,348,Postal Charges,84,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,355,Travel,733.99,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,499,Other Supplies & Materials,0,,FY22.pdf,13
57000 - Agricultural and Natural Resources,FY22,57500,Soil Conservation,,,,"7,710.58",FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,166,Custodial Personnel,0,,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,320,Dues & Memberships,"1,500.00",,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,334,Maintenance Agreements,"11,865.00",,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,335,Maint & Repair Services-Buildings,"2,217.37",,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,347,Pest Control,240,,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,410,Custodial Supplies,477.63,,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,415,Electricity,"1,705.39",,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,454,Water & Sewer,"3,917.86",,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,499,Other Supplies & Materials,26.4,,FY22.pdf,13
58000 - Other Operations,FY22,58110,Tourism,,,,"21,949.65",FY22.pdf,13
58000 - Other Operations,FY22,58300,Veteran's Services,101,County Official/Administrative Officer,"2,211.47",,FY22.pdf,13
58000 - Other Operations,FY22,58300,Veteran's Services,,,,"2,211.47",FY22.pdf,13
58000 - Other Operations,FY22,58400,Other Charges,415,Electricity,"3,690.55",,FY22.pdf,13
58000 - Other Operations,FY22,58400,Other Charges,540,Tax Relief Program,800,,FY22.pdf,13
58000 - Other Operations,FY22,58400,Other Charges,599,Other Charges,0,,FY22.pdf,13
58000 - Other Operations,FY22,58400,Other Charges,,,,"4,490.55",FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,201,Social Security,"225,098.31",,FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,204,State Retirement,"64,062.97",,FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,205,Employee & Dependent Insurance,"481,982.32",,FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,210,Unemployment Compensation,"1,822.45",,FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,211,Local Retirement,"32,698.85",,FY22.pdf,13
58000 - Other Operations,FY22,58600,Employee Benefits,,,,"805,664.90",FY22.pdf,13
58000 - Other Operations,FY22,58900,Miscellaneous,590,Transfers To Other Funds,"12,000.00",,FY22.pdf,13
58000 - Other Operations,FY22,58900,Miscellaneous,,,,"12,000.00",FY22.pdf,14
,FY22,,Fund 101 Total,,,,"5,333,722.69",FY22.pdf,14
51000 - General Government,FY23,51100,County Commission,199,Other Per Diem & Fees,"9,845.00",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,305,Audit Services,"2,714.00",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,320,Dues & Memberships,"1,489.00",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,349,"Printing, Stationery & Forms","1,751.52",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,506,Liability Insurance,"78,321.00",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,510,Trustee's Commission,"81,553.67",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,513,Workman's Compensation Insurance,"39,998.00",,FY23.pdf,1
51000 - General Government,FY23,51100,County Commission,,,,"215,672.19",FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,101,County Official/Administrative Officer,"88,815.06",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,119,Accountants/Bookkeepers,"54,882.94",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,121,Data Processing Personnel,"25,384.60",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,186,Longevity Pay,"2,999.88",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,307,Communication,"2,687.37",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,317,Data Processing Services,"16,973.00",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,320,Dues & Memberships,"5,938.00",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,332,"Legal Notices, Recording & Court Costs","1,540.23",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,333,Licenses,0,,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,349,"Printing, Stationery & Forms",396.83,,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,355,Travel,0,,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,435,Office Supplies,205.52,,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,524,In Service/Staff Development,0,,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,719,Office Equipment,"1,044.12",,FY23.pdf,1
51000 - General Government,FY23,51300,Metro Mayor,,,,"200,867.55",FY23.pdf,1
51000 - General Government,FY23,51400,County Attorney,101,County Official/Administrative Officer,"10,000.00",,FY23.pdf,1
51000 - General Government,FY23,51400,County Attorney,,,,"10,000.00",FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,101,County Official/Administrative Officer,"69,206.02",,FY23.pdf,1
